Name,IDfg,key_mlbam,season,Team,Y,n,obp_raw,Age,SO,GB%,K%,park_factor,avg_fip_faced,avg_fip_faced_z,park_factor_z,k_rate_z,gb_rate_z,age_z,obp_posterior_mean,obp_posterior_median,obp_posterior_sd,obp_ci_lower,obp_ci_upper,shrinkage
Isaac Paredes,20036,670623,2023,TBR,201.0,571.0,0.3520140105078809,24.0,104.0,,0.18213660245183888,1.0,6.452,2.547819112759686,0.0,-0.8320770625622724,0.0,-1.1481578806077433,0.35740324489668673,0.35516082770708746,0.026060801700705506,0.31472785483247673,0.40276415504600227,0.8689347396831221
Cal Raleigh#,21534,663728,2023,SEA,174.0,569.0,0.30579964850615116,26.0,158.0,,0.27768014059753954,1.0,3.687272727272727,-0.9945145297071676,0.0,0.7206618567633318,0.0,-0.6276446841231388,0.31108920150228314,0.3055820116504585,0.035813641792518766,0.26475061483199197,0.3708705762759758,-0.03805218011820943
James Outman*,24770,681546,2023,LAD,200.0,567.0,0.3527336860670194,26.0,181.0,,0.31922398589065254,1.0,7.1225000000000005,3.4069037431692055,0.0,1.3958173586109583,0.0,-0.6276446841231388,0.35555311405008605,0.35045248092574194,0.031695259163966975,0.3131193019268307,0.4061263184637155,0.9326114531765443
Austin Hays,19363,669720,2023,BAL,184.0,566.0,0.3250883392226148,27.0,141.0,,0.24911660777385158,1.0,3.6824999999999997,-1.0006296328319049,0.0,0.2564576839898701,0.0,-0.3673880858808365,0.3303885502734586,0.32963189553230365,0.03470106862848903,0.2769076733856282,0.38400199043390043,0.6265626216576228
DJ LeMahieu,9874,518934,2023,NYY,184.0,562.0,0.3274021352313167,34.0,125.0,,0.22241992882562278,1.0,3.85,-0.7860186326923155,0.0,-0.17740705688293515,0.0,1.4544081018152795,0.33208909523878943,0.3285456060828033,0.03228465919026704,0.29411507696493033,0.38822818212857035,0.7160594277861534
Keibert Ruiz#,19610,660688,2023,WSN,173.0,562.0,0.30782918149466193,24.0,58.0,,0.10320284697508897,1.0,7.161818181818182,3.4572805451015647,0.0,-2.1148798198808776,0.0,-1.1481578806077433,0.31603331466034934,0.3134529976328556,0.029755064135418636,0.27681646630595097,0.36301148506645736,-1.6757383808073527
Cody Bellinger*,15998,641355,2023,CHC,198.0,556.0,0.35611510791366907,27.0,87.0,,0.1564748201438849,1.0,3.7419999999999995,-0.9243946805435138,0.0,-1.2491230386915793,0.0,-0.3673880858808365,0.36000369830644224,0.3570036660506116,0.02465633748097162,0.32327176565898336,0.40763806273209585,0.9140069221229746
TJ Friedl*,19522,670770,2023,CIN,193.0,556.0,0.3471223021582734,27.0,90.0,,0.1618705035971223,1.0,2.965,-1.9199334692507408,0.0,-1.1614343487309187,0.0,-0.3673880858808365,0.34964307984586457,0.34884674220422784,0.02662999944937405,0.31085767126359326,0.399964528906002,0.9304171586207601
Trent Grisham*,18564,663757,2023,SDP,173.0,555.0,0.3117117117117117,26.0,154.0,,0.2774774774774775,1.0,4.5600000000000005,0.12367575595907679,0.0,0.7173682492610385,0.0,-0.6276446841231388,0.3150108967369996,0.3110193688366633,0.034193823844101315,0.26950829356434297,0.3631253451152391,-3.041084053347057
Will Smith,19197,669257,2023,LAD,199.0,554.0,0.3592057761732852,28.0,89.0,,0.16064981949458484,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-1.1812724639085408,0.0,-0.10713148763853422,0.36252209168927485,0.3607642816869153,0.02348145098094146,0.3322449215905919,0.39287355015487335,0.9313541112582494
Leody Taveras#,18900,665750,2023,TEX,172.0,554.0,0.3104693140794224,24.0,117.0,,0.2111913357400722,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.3598900780435798,0.0,-1.1481578806077433,0.3181356182069878,0.3130926685862352,0.03133863693318795,0.2763368962634337,0.356296968713006,-16.996579123105374
Hunter Renfroe,15464,592669,2023,2TM,163.0,548.0,0.29744525547445255,31.0,125.0,,0.2281021897810219,1.0,4.0874999999999995,-0.4817194533899141,0.0,-0.0850610133257286,0.0,0.6736383070883726,0.3038345209740647,0.29917668641897704,0.03524309640324928,0.26336479426140413,0.35628134071121725,0.5249632745268191
Hunter Renfroe,15464,592669,2023,LAA,153.0,504.0,0.30357142857142855,31.0,113.0,,0.22420634920634921,1.0,4.0874999999999995,-0.4817194533899141,0.0,-0.14837480095788894,0.0,0.6736383070883726,0.3076631904966199,0.30244053799431897,0.03587654208181179,0.26166192460856613,0.36294950951678095,0.44131167435627083
Javier Báez,12979,595879,2023,DET,146.0,547.0,0.26691042047531993,30.0,125.0,,0.22851919561243145,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.0782839858408565,0.0,0.41338170884607034,0.27468177627338575,0.27099528868906375,0.03618832611628239,0.23691770705560783,0.30452827236143515,0.8233175642011185
Bryce Harper*,11579,547180,2023,PHI,219.0,546.0,0.4010989010989011,30.0,119.0,,0.21794871794871795,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.25007155392610336,0.0,0.41338170884607034,0.40321425275380485,0.4002241927649941,0.022390328825801026,0.36382628775651354,0.45378934527062764,0.9765491438432349
Amed Rosario,15518,642708,2023,2TM,166.0,545.0,0.30458715596330277,27.0,99.0,,0.181651376146789,1.0,3.555,-1.1639902448784571,0.0,-0.8399627844347716,0.0,-0.3673880858808365,0.31018422891370884,0.3074014650403184,0.031138504581094083,0.276251068087095,0.34855648519642557,0.11272282496381525
Amed Rosario,15518,642708,2023,CLE,126.0,412.0,0.3058252427184466,27.0,77.0,,0.18689320388349515,1.0,3.555,-1.1639902448784571,0.0,-0.7547745017612527,0.0,-0.3673880858808365,0.31277664321423876,0.3102921311213411,0.03672103003508562,0.26195129939527206,0.3676070049664033,-0.3710691974527953
Amed Rosario,15518,642708,2023,LAD,40.0,133.0,0.3007518796992481,27.0,22.0,,0.16541353383458646,1.0,3.555,-1.1639902448784571,0.0,-1.1038543067016127,0.0,-0.3673880858808365,0.31833279973818507,0.31422934545186526,0.048031648372004784,0.23685912552970967,0.4581917189307074,-0.7332337704682121
Jake Burger,22275,669394,2023,2TM,167.0,540.0,0.30925925925925923,27.0,149.0,,0.2759259259259259,1.0,5.11375,0.8331733161220449,0.0,0.6921529963387503,0.0,-0.3673880858808365,0.31387013131747404,0.3114946994879255,0.03676097599876833,0.25141946190540815,0.37757083513631484,-1.818309853340466
Jake Burger,22275,669394,2023,CHW,90.0,323.0,0.2786377708978328,27.0,102.0,,0.3157894736842105,1.0,5.11375,0.8331733161220449,0.0,1.3400009122521381,0.0,-0.3673880858808365,0.2892150934839384,0.2833356946197543,0.038089442220732274,0.25336614107668465,0.32904614174711033,0.6720975657218461
Jake Burger,22275,669394,2023,MIA,77.0,217.0,0.3548387096774194,27.0,47.0,,0.21658986175115208,1.0,5.11375,0.8331733161220449,0.0,-0.27215519186412623,0.0,-0.3673880858808365,0.36124170636626834,0.3621510368198462,0.04055321922126722,0.2986719103519932,0.43760481291214853,0.8542899411834043
Corey Seager*,13624,608369,2023,TEX,209.0,536.0,0.38992537313432835,29.0,88.0,,0.16417910447761194,1.0,3.7225,-0.9493792447388681,0.0,-1.1239158047676507,0.0,0.15312511060376804,0.39184127305639954,0.39147794279846715,0.025383854864052244,0.3496857613203486,0.43440390455681166,0.9757573305195502
Jack Suwinski*,22244,669261,2023,PIT,181.0,534.0,0.3389513108614232,24.0,172.0,,0.32209737827715357,1.0,5.413846153846153,1.2176744248681162,0.0,1.4425146892269776,0.0,-1.1481578806077433,0.34672306711074435,0.344111478707106,0.029456893357361146,0.3174389767737541,0.38742630191178856,0.7229913933397923
Orlando Arcia,13185,606115,2023,ATL,171.0,533.0,0.32082551594746717,28.0,102.0,,0.19136960600375236,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.6820256385144733,0.0,-0.10713148763853422,0.32548994551205246,0.32026467282630683,0.02943901141384491,0.28689965984701266,0.36237054240392963,0.530279102124636
Thairo Estrada,16426,642731,2023,SFG,167.0,530.0,0.3150943396226415,27.0,120.0,,0.22641509433962265,1.0,4.3999999999999995,-0.08132579641306915,0.0,-0.11247907637131725,0.0,-0.3673880858808365,0.31998253880236077,0.3149725795581034,0.03271893842636964,0.277293017470789,0.36521281166047964,-0.1641233654661287
Matt Vierling,21558,663837,2023,DET,174.0,530.0,0.3283018867924528,26.0,112.0,,0.21132075471698114,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.3577868077832786,0.0,-0.6276446841231388,0.33371464270580886,0.3283369804781693,0.030659350061418088,0.2927322858532117,0.3745178866936031,0.689039773640505
Jonathan India,21523,663697,2023,CIN,179.0,529.0,0.3383742911153119,26.0,109.0,,0.2060491493383743,1.0,3.26,-1.5419618570645992,0.0,-0.44345902588981917,0.0,-0.6276446841231388,0.3437307878386122,0.3417199889516792,0.028276654073980077,0.3083096866768959,0.3849030468502666,0.8050693760496163
Tommy Edman#,19470,669242,2023,STL,161.0,528.0,0.30492424242424243,28.0,84.0,,0.1590909090909091,1.0,5.062,0.7668681265266802,0.0,-1.2066073102258044,0.0,-0.10713148763853422,0.31286917639560285,0.3084361162606521,0.0348576521876751,0.2662605481946035,0.37206549058697946,-0.33057381814438247
Brent Rooker,19627,667670,2023,OAK,173.0,526.0,0.3288973384030418,28.0,172.0,,0.3269961977186312,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,1.5221285255277794,0.0,-0.10713148763853422,0.33288053162744097,0.32711380027763304,0.03723585403109933,0.27931264290068125,0.3815044707160991,0.7787365343182503
Tim Anderson,15172,641313,2023,CHW,150.0,524.0,0.2862595419847328,30.0,122.0,,0.23282442748091603,1.0,5.444545454545454,1.2570082017437163,0.0,-0.008316919426352824,0.0,0.41338170884607034,0.28929466453612473,0.284206865660946,0.03586993861370704,0.24373535242204786,0.328806559326342,0.8768001192341416
Brandon Drury,11615,592273,2023,LAA,160.0,523.0,0.30592734225621415,30.0,136.0,,0.26003824091778205,1.0,4.0874999999999995,-0.4817194533899141,0.0,0.43395210354251673,0.0,0.41338170884607034,0.31227095134775673,0.30840779728505285,0.03354750171966569,0.2747357662591714,0.347450208696325,-0.27690458905307413
Jake Cronenworth*,18036,630105,2023,SDP,162.0,522.0,0.3103448275862069,29.0,97.0,,0.18582375478927204,1.0,4.694999999999999,0.2966458157730724,0.0,-0.7721548004508972,0.0,0.15312511060376804,0.31745800996416224,0.3127628345563709,0.03290122458360125,0.2680672738292501,0.3705535899193579,-11.921940448160687
Jurickson Profar#,10815,595777,2023,2TM,167.0,521.0,0.32053742802303264,30.0,90.0,,0.1727447216890595,1.0,4.918571428571428,0.5830988777930783,0.0,-0.9847105014013722,0.0,0.41338170884607034,0.3268758895396311,0.3242804001532483,0.02759872594451452,0.2988302996613065,0.3537948130915382,0.3426283034036284
Jurickson Profar#,10815,595777,2023,COL,149.0,472.0,0.3156779661016949,30.0,86.0,,0.18220338983050846,1.0,4.918571428571428,0.5830988777930783,0.0,-0.8309916583141918,0.0,0.41338170884607034,0.3205043238646735,0.31888086207551875,0.03127039869142879,0.28503954582580177,0.3738449090070468,-0.00913559307501477
Zach McKinstry*,19392,656716,2023,DET,156.0,518.0,0.30115830115830117,28.0,113.0,,0.21814671814671815,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.24685372654147947,0.0,-0.10713148763853422,0.3081352897618819,0.303085827516801,0.03464282743028791,0.2621914859678153,0.361235292902568,0.283456008608184
Myles Straw,17620,664702,2023,CLE,154.0,518.0,0.2972972972972973,28.0,97.0,,0.18725868725868725,1.0,3.3200000000000003,-1.4650862749250444,0.0,-0.7488347985427908,0.0,-0.10713148763853422,0.3039706389602313,0.29956185582809414,0.030760742697432293,0.2716301346855653,0.33632167692270537,0.5092410697970993
Tyler Stephenson,17988,663886,2023,CIN,164.0,517.0,0.31721470019342357,26.0,135.0,,0.2611218568665377,1.0,2.965,-1.9199334692507408,0.0,0.45156263681237535,0.0,-0.6276446841231388,0.32241692447984355,0.3179834446317938,0.033809583588732324,0.28142838190788066,0.36016813426788963,0.17678501055443507
Eddie Rosario*,12155,592696,2023,ATL,157.0,516.0,0.30426356589147285,31.0,122.0,,0.2364341085271318,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.050346307366273386,0.0,0.6736383070883726,0.30932843732896226,0.30554044580367146,0.03384484615523837,0.2675442796914799,0.3531650405333,0.23626750915857253
Josh Jung,26299,673962,2023,TEX,162.0,515.0,0.3145631067961165,25.0,151.0,,0.29320388349514565,1.0,3.7225,-0.9493792447388681,0.0,0.9729480944151043,0.0,-0.8879012823654411,0.3184776706948801,0.31351747440765243,0.036375332173472025,0.26928355701638806,0.37473398106690164,-0.06727671173022354
Mark Canha,11445,592192,2023,2TM,180.0,507.0,0.35502958579881655,34.0,79.0,,0.15581854043392504,1.0,5.378,1.1717461924616657,0.0,-1.2597886584435334,0.0,1.4544081018152795,0.35973189932633914,0.36195916718889826,0.02840836684802559,0.3125264727295843,0.4054426389959269,0.8934544078362618
Mark Canha,11445,592192,2023,NYM,104.0,303.0,0.3432343234323432,34.0,52.0,,0.1716171617161716,1.0,5.378,1.1717461924616657,0.0,-1.0030351970088012,0.0,1.4544081018152795,0.35196443906908614,0.3502573024244551,0.03839296992489562,0.29257059626704635,0.4404754469753177,0.7300439242684065
Mark Canha,11445,592192,2023,MIL,76.0,204.0,0.37254901960784315,34.0,27.0,,0.1323529411764706,1.0,5.378,1.1717461924616657,0.0,-1.641143064398062,0.0,1.4544081018152795,0.3771262066823431,0.37475920723407197,0.03337648750620656,0.3133701479741935,0.4456740603670604,0.9257597568374153
Lars Nootbaar*,21454,663457,2023,STL,184.0,503.0,0.3658051689860835,25.0,99.0,,0.19681908548707752,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.5934626749897011,0.0,-0.8879012823654411,0.3675171053932476,0.3646644706714095,0.028602629028733496,0.31729583946880846,0.42330867335277217,0.9688227915232891
Triston Casas*,22514,671213,2023,BOS,184.0,502.0,0.3665338645418327,23.0,126.0,,0.250996015936255,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.287001143607325,0.0,-1.4084144788500457,0.3708237292997405,0.3706454895680247,0.029991669572262018,0.30811410115744253,0.4215152581104866,0.9228976366185593
Jonah Heim#,16930,641680,2023,TEX,159.0,501.0,0.31736526946107785,28.0,96.0,,0.19161676646706588,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.6780088763330245,0.0,-0.10713148763853422,0.32481615319294777,0.32171041896390395,0.030580488125529506,0.28038477855889893,0.3703510500274143,-0.15161048655897602
Josh Lowe*,19953,666139,2023,TBR,168.0,501.0,0.33532934131736525,25.0,124.0,,0.24750499001996007,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.2302662569388082,0.0,-0.8879012823654411,0.33984762416136355,0.3377755179960583,0.029046988182197503,0.3055091570309032,0.3878371185114433,0.8150824524927973
Esteury Ruiz,21780,665923,2023,OAK,150.0,497.0,0.30181086519114686,24.0,99.0,,0.19919517102615694,1.0,3.715,-0.9589886925063128,0.0,-0.5548473948380586,0.0,-1.1481578806077433,0.3083262741917351,0.303136730777661,0.03419791580424224,0.2650443545224462,0.36289758433994984,0.2827943017080109
Willson Contreras,11609,575929,2023,STL,177.0,495.0,0.3575757575757576,31.0,111.0,,0.22424242424242424,1.0,5.007499999999999,0.6970394727499174,0.0,-0.14778852255940267,0.0,0.6736383070883726,0.3603977469171695,0.3567343237246098,0.027862748034793248,0.31913244937299623,0.4046002420698782,0.9395466638998503
Josh Naylor*,18839,647304,2023,CLE,175.0,495.0,0.35353535353535354,26.0,68.0,,0.13737373737373737,1.0,3.665,-1.0230516776226077,0.0,-1.5595469061146048,0.0,-0.6276446841231388,0.35694180894102784,0.35557995407453846,0.026171649594857228,0.3245897828212119,0.39747830975207454,0.9201113697345613
Ryan Noda*,23312,676116,2023,OAK,180.0,495.0,0.36363636363636365,27.0,170.0,,0.3434343434343434,1.0,3.574,-1.1396463105342653,0.0,1.7892753060395954,0.0,-0.3673880858808365,0.36782013708972594,0.3667161555484546,0.033292681658104624,0.3100423234747665,0.41740566324153083,0.920673319228899
Geraldo Perdomo#,22799,672695,2023,ARI,170.0,495.0,0.3434343434343434,23.0,86.0,,0.17373737373737375,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.968578280440334,0.0,-1.4084144788500457,0.3454475022361548,0.34274184435317395,0.026919363857289113,0.3085902754459957,0.38725372115446,0.9381309761990384
Mauricio Dubón,16530,643289,2023,HOU,152.0,492.0,0.3089430894308943,28.0,70.0,,0.14227642276422764,1.0,4.63875,0.224574957517241,0.0,-1.4798702418129925,0.0,-0.10713148763853422,0.31361475641742476,0.30946078125752174,0.033066263459807045,0.2728227366743583,0.361707850832792,-1.3930128707209755
Wander Franco#,23667,677551,2023,TBR,169.0,491.0,0.34419551934826886,22.0,69.0,,0.14052953156822812,1.0,6.068,2.0558153870665388,0.0,-1.5082600837688063,0.0,-1.6686710770923479,0.3507904796180509,0.34582494510890216,0.0298247947685881,0.3097287768183175,0.3983722278371227,0.8019544446928257
Max Kepler*,12144,596146,2023,MIN,163.0,491.0,0.3319755600814664,30.0,106.0,,0.2158859470468432,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.28359495826255293,0.0,0.41338170884607034,0.338550784959483,0.33480137809733823,0.029107965725246758,0.3008506534596979,0.37279161003203504,0.6880861474591987
Shea Langeliers,25816,669127,2023,OAK,131.0,490.0,0.2673469387755102,25.0,143.0,,0.29183673469387755,1.0,3.715,-0.9589886925063128,0.0,0.9507296880902195,0.0,-0.8879012823654411,0.27618768034855395,0.27220829194672014,0.040388917626799255,0.22204232415575903,0.32744642762433557,0.7969902619184589
Eloy Jiménez,17484,650391,2023,CHW,155.0,489.0,0.3169734151329243,26.0,93.0,,0.1901840490797546,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.7012928795303963,0.0,-0.6276446841231388,0.3245940673278276,0.32217077932071514,0.030667504949380815,0.288086570996465,0.3811074158194382,-0.25378559956655833
Tommy Pham,2967,502054,2023,2TM,158.0,481.0,0.3284823284823285,35.0,106.0,,0.2203742203742204,1.0,2.17,-2.9385349325998344,0.0,-0.21065316846446178,0.0,1.7146647000575816,0.332692408187919,0.32969519981729256,0.030188679308266957,0.2914081759571723,0.38036562314276817,0.7606144831845588
Tommy Pham,2967,502054,2023,NYM,92.0,264.0,0.3484848484848485,35.0,56.0,,0.21212121212121213,1.0,2.17,-2.9385349325998344,0.0,-0.34477806445082615,0.0,1.7146647000575816,0.35812385190500434,0.35692660285886824,0.041421959468210326,0.29527749675272585,0.4641145257725809,0.7435722422960659
Tommy Pham,2967,502054,2023,ARI,66.0,217.0,0.30414746543778803,35.0,50.0,,0.2304147465437788,1.0,2.17,-2.9385349325998344,0.0,-0.04747817979902339,0.0,1.7146647000575816,0.3134096881128544,0.31267501954077537,0.04222150389816666,0.2375956816314669,0.39429184794017536,-0.37262131438807944
Andrew McCutchen,9847,457705,2023,PIT,179.0,473.0,0.3784355179704017,36.0,100.0,,0.21141649048625794,1.0,5.847142857142857,1.7728400299528466,0.0,-0.35623094479335077,0.0,1.9749212982998838,0.3833407129590008,0.37976110155036324,0.02916177227273147,0.327508568163512,0.4361045157751327,0.9273737160504081
Connor Joe,16572,656582,2023,PIT,160.0,472.0,0.3389830508474576,30.0,110.0,,0.2330508474576271,1.0,5.413846153846153,1.2176744248681162,0.0,-0.004637224108643794,0.0,0.41338170884607034,0.3467655753338112,0.34422858675724505,0.02869460360723696,0.30420808541371896,0.38775657295478644,0.7229210428231476
Brandon Marsh*,20202,669016,2023,PHI,175.0,472.0,0.3707627118644068,25.0,144.0,,0.3050847457627119,1.0,4.496666666666667,0.042529308145102716,0.0,1.1660315576825497,0.0,-0.8879012823654411,0.37549325198049915,0.37241667503082776,0.02891859111770827,0.32735113376349945,0.4189064761973435,0.9209830518179136
Randal Grichuk,10243,545341,2023,2TM,151.0,471.0,0.3205944798301486,31.0,96.0,,0.20382165605095542,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.4796594386758454,0.0,0.6736383070883726,0.32779541435570136,0.3289616810325537,0.03344429438315158,0.2780747458037424,0.386403887821369,0.2575727780784618
Randal Grichuk,10243,545341,2023,COL,96.0,263.0,0.3650190114068441,31.0,51.0,,0.19391634980988592,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.6406368821204549,0.0,0.6736383070883726,0.37347812221146914,0.3746650778289625,0.033143278874636285,0.320348162464492,0.44463237620472956,0.8437078553317965
Randal Grichuk,10243,545341,2023,LAA,55.0,208.0,0.2644230769230769,31.0,45.0,,0.21634615384615385,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,-0.27611584432040204,0.0,0.6736383070883726,0.2799343351857513,0.2754524385298692,0.039635640288785294,0.22693759525838322,0.3399705711007538,0.6662251779420448
Michael Conforto*,16376,624424,2023,SFG,157.0,470.0,0.33404255319148934,30.0,106.0,,0.225531914893617,1.0,4.221666666666667,-0.30981710999452133,0.0,-0.12683218831563436,0.0,0.41338170884607034,0.3416467900438382,0.3401499802969912,0.03217442217826943,0.2959633103195373,0.40232235947438866,0.6714842551877479
Ryan Mountcastle,18373,663624,2023,BAL,154.0,470.0,0.3276595744680851,26.0,107.0,,0.2276595744680851,1.0,4.279999999999999,-0.23507696069217776,0.0,-0.09225423681341634,0.0,-0.6276446841231388,0.3366903028819006,0.3321978402305539,0.03322821219747297,0.2824371537736861,0.38879394035733944,0.4613110830360947
Jordan Walker,27475,691023,2023,STL,159.0,465.0,0.3419354838709677,21.0,104.0,,0.22365591397849463,1.0,4.906666666666666,0.5678457860987224,0.0,-0.15732027458640696,0.0,-1.92892767533465,0.3466879238284721,0.3444396424092473,0.0312665156185629,0.3012207101956727,0.3957005569872979,0.8468939455000364
Nolan Gorman*,22263,669357,2023,STL,152.0,464.0,0.3275862068965517,23.0,148.0,,0.31896551724137934,1.0,4.906666666666666,0.5678457860987224,0.0,1.3916168198938343,0.0,-1.4084144788500457,0.3331157883785682,0.3292189149952942,0.03353970015823032,0.289272479042754,0.37539182484560607,0.6687069319370331
Michael Massey*,27684,686681,2023,KCR,126.0,461.0,0.27331887201735355,25.0,99.0,,0.21475054229934923,1.0,4.01,-0.5810170803201713,0.0,-0.302047144300843,0.0,-0.8879012823654411,0.2803266501367039,0.27548801567277653,0.03610264656168244,0.23894413785042218,0.3303242175721379,0.813506010491698
Kerry Carpenter*,25961,681481,2023,DET,156.0,459.0,0.33986928104575165,25.0,115.0,,0.25054466230936817,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.27966590821152915,0.0,-0.8879012823654411,0.34614905176916766,0.3408252280061328,0.032839752131690846,0.30201007249477185,0.40513076519353886,0.7832617170636083
Aaron Judge,15640,592450,2023,NYY,186.0,458.0,0.40611353711790393,31.0,130.0,,0.2838427947598253,1.0,3.85,-0.7860186326923155,0.0,0.8208150764351078,0.0,0.6736383070883726,0.40915738402161933,0.40537884421174075,0.02852633428160403,0.36313092464307506,0.4671660422707869,0.9680329417752197
Chas McCormick,19599,676801,2023,HOU,161.0,457.0,0.3522975929978118,28.0,117.0,,0.25601750547045954,1.0,4.63875,0.224574957517241,0.0,0.3686085697511565,0.0,-0.10713148763853422,0.35819152428488704,0.3563111513896884,0.028177119472715607,0.31623159411193935,0.4014063546867106,0.8576423918240754
Garrett Cooper,15279,643265,2023,2TM,139.0,457.0,0.3041575492341357,32.0,132.0,,0.2888402625820569,1.0,5.1425,0.8700095325639152,0.0,0.9020321104308867,0.0,0.9338949053306749,0.31050595713200824,0.3061355223169153,0.03424999720048486,0.27328526650096646,0.34152942222705573,0.05778540295011769
Garrett Cooper,15279,643265,2023,MIA,96.0,324.0,0.2962962962962963,32.0,97.0,,0.2993827160493827,1.0,5.1425,0.8700095325639152,0.0,1.0733642394434497,0.0,0.9338949053306749,0.3023864940909823,0.3007740049328619,0.037170879138669725,0.25604256692584465,0.35294880406778023,0.5828347211108802
Garrett Cooper,15279,643265,2023,SDP,43.0,133.0,0.3233082706766917,32.0,35.0,,0.2631578947368421,1.0,5.1425,0.8700095325639152,0.0,0.48465158561832533,0.0,0.9338949053306749,0.33515023585343945,0.32802700809399965,0.04290610881443628,0.27212979561329126,0.410174972400786,0.0460006496536558
Will Brennan*,25660,686823,2023,CLE,136.0,455.0,0.2989010989010989,25.0,57.0,,0.12527472527472527,1.0,3.8633333333333333,-0.768935169994637,0.0,-1.7561756612992676,0.0,-0.8879012823654411,0.30584475433418595,0.30518066422683876,0.03009274711093306,0.26631710947081993,0.3391078377463342,0.4210823297308761
Adam Frazier*,15223,624428,2023,BAL,135.0,455.0,0.2967032967032967,31.0,68.0,,0.14945054945054945,1.0,3.6824999999999997,-1.0006296328319049,0.0,-1.363278937636703,0.0,0.6736383070883726,0.3040028282816288,0.30080763373863184,0.03368356110480576,0.25155401732900873,0.35447094805218826,0.4856588599460526
Cedric Mullins*,17929,656775,2023,BAL,138.0,455.0,0.3032967032967033,28.0,101.0,,0.22197802197802197,1.0,4.6,0.17492614405211185,0.0,-0.18458876664900947,0.0,-0.10713148763853422,0.3107598525860215,0.3023769731298522,0.032610832073710315,0.27789271582565134,0.3519930440335544,0.01782542581563884
Wilmer Flores,5827,527038,2023,SFG,161.0,454.0,0.35462555066079293,31.0,63.0,,0.13876651982378854,1.0,2.523333333333333,-2.4858231711113485,0.0,-1.5369119110294303,0.0,0.6736383070883726,0.36305737474161154,0.36259505426145955,0.028150664937573476,0.3147654015488058,0.4098806654469227,0.8071855497738502
Donovan Solano,8623,456781,2023,MIN,166.0,450.0,0.3688888888888889,35.0,100.0,,0.2222222222222222,1.0,5.1850000000000005,0.9244630699127667,0.0,-0.18062011287464014,0.0,1.7146647000575816,0.3761914153492145,0.37706568726920825,0.031041859901758624,0.3225133108248057,0.42634110699917765,0.8740804508945262
Brice Turang*,22186,668930,2023,MIL,127.0,448.0,0.28348214285714285,23.0,94.0,,0.20982142857142858,1.0,3.9172727272727275,-0.6998247981722091,0.0,-0.38215331235433286,0.0,-1.4084144788500457,0.2898454623150341,0.28582670756667095,0.036423128831981844,0.24499961695465952,0.33976965285284627,0.7678735348212002
Luis Rengifo#,19858,650859,2023,LAA,151.0,445.0,0.3393258426966292,26.0,82.0,,0.1842696629213483,1.0,3.46,-1.2857099165994181,0.0,-0.7974113376732547,0.0,-0.6276446841231388,0.3467903414488397,0.34214087900921214,0.028935600735401648,0.30949989535090694,0.3972830364430612,0.7374478901857154
Alex Call,19296,669743,2023,WSN,134.0,439.0,0.3052391799544419,28.0,78.0,,0.1776765375854214,1.0,6.0675,2.0551747572153762,0.0,-0.9045604186867054,0.0,-0.10713148763853422,0.3119581306191002,0.308368260831631,0.03446374697905951,0.2568347720335888,0.37388005343616765,-0.18790790037347982
Sean Murphy,19352,669221,2023,ATL,160.0,438.0,0.365296803652968,28.0,98.0,,0.2237442922374429,1.0,2.69,-2.272279887390364,0.0,-0.15588398318507785,0.0,-0.10713148763853422,0.3719497865115774,0.3682206772923884,0.028566808941154032,0.32768553248724885,0.43710430302609093,0.8777058994244205
Brandon Lowe*,18882,664040,2023,TBR,143.0,436.0,0.32798165137614677,28.0,119.0,,0.27293577981651373,1.0,4.463473311667755,-1.1379872176372741e-15,0.0,0.6435582265755243,0.0,-0.10713148763853422,0.3336807027108083,0.3291722660783126,0.03310356551709429,0.2924374989034287,0.3809630439232753,0.6664559048595584
Harold Ramírez,14387,623912,2023,TBR,153.0,434.0,0.35253456221198154,28.0,79.0,,0.18202764976958524,1.0,6.26,2.3018172499131127,0.0,-0.8338477220268837,0.0,-0.10713148763853422,0.3561375046704364,0.35821677766690174,0.03163226806142585,0.3058721155840079,0.40257946642101516,0.9134724695340819
